,title,subtitle,location_x,currency,price,description,other_details,bed,bath,toilet,area,prop_type,location_y,match,pricerange
19935,3 BEDROOM FLAT / APARTMENT FOR RENT,Elegant 3 bedroom apartment,...Oniru Victoria Island Lagos,naira,3000000,Elegant 3 bedroom apartment, FOR RENT: 3 bedroom Flat / Apartment for rent ONIRU Victoria Island Lagos.. Read more ,3,0,0,Island,Flat,...Oniru Victoria Island Lagos,Victoria Island,2.1M-5M
19936,3 BEDROOM FLAT / APARTMENT FOR RENT,Elegant 3 bedroom flat for rent 3m,Oniru Victoria Island Lagos,naira,3000000,Elegant 3 bedroom flat for rent 3m, FOR RENT: 3 Bedroom flat for rent Rent-3m Service Charge-2m(24hrs power) Caution-300k .. Read more ,3,,,Island,Flat,Oniru Victoria Island Lagos,Victoria Island,2.1M-5M
19937,3 BEDROOM FLAT / APARTMENT FOR RENT,Executive 3 bedroom flat ,Phase1Magodo Kosofe Ikosi Lagos,naira,1300000,Executive 3 bedroom flat , FOR RENT: Beautiful and spacious 3bedroom flat in magodo phase1 very spacious compound and.. Read more ,3,4,4,Ikosi,Flat,Phase1Magodo Kosofe Ikosi Lagos,Magodo Phase 1,1.1M-2M
19940,3 BEDROOM FLAT / APARTMENT FOR RENT,Newly Built Furnished 3 Bedrooms Apartment,Eputu Ibeju Lekki Lagos,naira,800000,Newly Built Furnished 3 Bedrooms Apartment, FOR RENT: Three bedrooms furnished apartment at Awoyaya ibeju lekki. With fitted kitchen c.. Read more ,3,3,4,Lekki,Flat,Eputu Ibeju Lekki Lagos,Ibeju Lekki,501k-1M
19941,3 BEDROOM FLAT / APARTMENT FOR RENT,"???? *HOT IKEJA LETS!!!!* ???? A roomself contain Ikeja 300k,400k 2bedroom flat in Ikeja 1.2m 3bdflat in Ikeja 1m, 1.1m,1.3m, 1.5m 4bduplex in Ikeja for 2.6m, 3m, 3.5, 4m A room to share kitchen in Ikeja 400k A shop in Ikeja for 300k, 600k *HOT OGBA ",ikeja rentingIkeja Lagos,naira,300000,"???? *HOT IKEJA LETS!!!!* ???? A roomself contain Ikeja 300k,400k 2bedroom flat in Ikeja 1.2m 3bdflat in Ikeja 1m, 1.1m,1.3m, 1.5m 4bduplex in Ikeja for 2.6m, 3m, 3.5, 4m A room to share kitchen in Ikeja 400k A shop in Ikeja for 300k, 600k *HOT OGBA "," FOR RENT: ???? *HOT IKEJA LETS!!!!* ???? A roomself contain Ikeja 300k,400k 2bedroom fla.. Read more ",3,,,rentingIkeja,Flat,ikeja rentingIkeja Lagos,Ikeja,Less than 500k
19942,3 BEDROOM FLAT / APARTMENT FOR RENT,10 nos of 3bedroom flat,Ikeja omoleOmole Phase 2 Ojodu Lagos,naira,2000000,10 nos of 3bedroom flat, FOR RENT: Direct letting Newly built 10 nos of 3bedrooms in omole phase 2 The owner w.. Read more ,3,4,4,Ojodu,Flat,Ikeja omoleOmole Phase 2 Ojodu Lagos,Lekki Phase 2,1.1M-2M
19945,3 BEDROOM FLAT / APARTMENT FOR RENT,"This is a Newly built 12 units of 3 bedroom flat with all room ensuite and a room bq attached to each of d flat. Location : Awuse estate, Opebi, Ikeja Price : #2.5m per flat/ annum Note: Coporote tenant wanted for d whole flat",opebiOpebi Ikeja Lagos,naira,2500000,"This is a Newly built 12 units of 3 bedroom flat with all room ensuite and a room bq attached to each of d flat. Location : Awuse estate, Opebi, Ikeja Price : #2.5m per flat/ annum Note: Coporote tenant wanted for d whole flat", FOR RENT: This is a Newly built 12 units of 3 bedroom flat with all room ensuite and a roo.. Read more ,3,,,Ikeja,Flat,opebiOpebi Ikeja Lagos,Opebi Ikeja,2.1M-5M
19949,3 BEDROOM FLAT / APARTMENT FOR RENT,brand new 3 bedroom flat with a very spacious sitting room with visitors toilet land masters bedroom ensuite in OREGU BY BRADFORD LANE ,Oregun Ikeja Lagos,naira,1400000,brand new 3 bedroom flat with a very spacious sitting room with visitors toilet land masters bedroom ensuite in OREGU BY BRADFORD LANE , FOR RENT: Very spacious 3 bedroom flats for rent in Bradford lane OREGU ikeja. It has v.. Read more ,3,4,,Ikeja,Flat,Oregun Ikeja Lagos,Oregun Ikeja,1.1M-2M
19953,3 BEDROOM FLAT / APARTMENT FOR RENT,"Newly built 3 bedrooms flat for rent in opic estate, isheri north ojodu Lagos",OpicIsheri North Ojodu Lagos,naira,1000000,"Newly built 3 bedrooms flat for rent in opic estate, isheri north ojodu Lagos", FOR RENT: 3 bedroom Flat / Apartment for rent Opic Isheri North Ojodu Lagos.. Read more ,3,4,4,Ojodu,Flat,OpicIsheri North Ojodu Lagos,OPIC Ojodu,501k-1M
19960,3 BEDROOM FLAT / APARTMENT FOR RENT,Brand new 3 bedroom flat ,OpicIsheri North Ojodu Lagos,naira,1000000,Brand new 3 bedroom flat , FOR RENT: 3 bedroom Flat / Apartment for rent Opic Isheri North Ojodu Lagos.. Read more ,3,4,4,Ojodu,Flat,OpicIsheri North Ojodu Lagos,OPIC Ojodu,501k-1M
19963,3 BEDROOM FLAT / APARTMENT FOR RENT,Executive 3 bedroom flat for rent ,OpicIsheri North Ojodu Lagos,naira,750000,Executive 3 bedroom flat for rent , FOR RENT: 3bedroom flat at opic for #750.. Read more ,3,4,4,Ojodu,Flat,OpicIsheri North Ojodu Lagos,OPIC Ojodu,501k-1M
19965,3 BEDROOM FLAT / APARTMENT FOR RENT,Brand new 3bedroom flat ,Sparklight estIsheri North Ojodu Lagos,naira,1100000,Brand new 3bedroom flat , FOR RENT: 3 bedroom Flat / Apartment for rent Sparklight est Isheri North Ojodu Lagos.. Read more ,3,4,4,Ojodu,Flat,Sparklight estIsheri North Ojodu Lagos,Ojodu,1.1M-2M
19973,3 BEDROOM FLAT / APARTMENT FOR RENT,3bedroom flat for rent at gavel estate isheri,Gavel estIsheri North Ojodu Lagos,naira,900000,3bedroom flat for rent at gavel estate isheri, FOR RENT: 3 bedroom Flat / Apartment for rent Gavel est Isheri North Ojodu Lagos.. Read more ,3,4,4,Ojodu,Flat,Gavel estIsheri North Ojodu Lagos,Ojodu,501k-1M
19976,3 BEDROOM FLAT / APARTMENT FOR RENT,newly 3&2 bedroom for rent of flat apartment with all rooms ensuite in addo road ajah,Ajah Lagos,naira,1300000,newly 3&2 bedroom for rent of flat apartment with all rooms ensuite in addo road ajah, FOR RENT: [14/08 17:22] Lady Jene Francis ajah: 2 bedrooms breakdown Rent:1.3 Agency 10%.. Read more ,3,,,Ajah,Flat,Ajah Lagos,Ajah,1.1M-2M
19977,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat ,IaheriMagodo Gra Phase 1 Ojodu Lagos,naira,1100000,3 bedroom flat , FOR RENT: 3bedrooms flat at magodo pH1 estate GRA 1.1m... Read more ,3,4,4,Ojodu,Flat,IaheriMagodo Gra Phase 1 Ojodu Lagos,Magodo Phase 1,1.1M-2M
19979,3 BEDROOM FLAT / APARTMENT FOR RENT,FOR RENT brand new 3 bedroom flat apartment in with all room ensuite in addo road ajah,addo road ajahAjah Lagos,naira,1500000,FOR RENT brand new 3 bedroom flat apartment in with all room ensuite in addo road ajah, FOR RENT: TASTLY built brand new 3 bedroom flat apartment in with all room ensuite here in.. Read more ,3,,,ajahAjah,Flat,addo road ajahAjah Lagos,Ajah,1.1M-2M
19981,3 BEDROOM FLAT / APARTMENT FOR RENT,Newly built 3bedroom flat available for rent in isheri north GRA opic Ojodu Lagos,OpicIsheri North Ojodu Lagos,naira,1400000,Newly built 3bedroom flat available for rent in isheri north GRA opic Ojodu Lagos, FOR RENT: 3 bedroom Flat / Apartment for rent Opic Isheri North Ojodu Lagos.. Read more ,3,4,4,Ojodu,Flat,OpicIsheri North Ojodu Lagos,OPIC Ojodu,1.1M-2M
19993,3 BEDROOM FLAT / APARTMENT FOR RENT,Executive 3 bedrooms flat for rent in opic estate isheri north ojodu Lagos,OpicIsheri North Ojodu Lagos,naira,900000,Executive 3 bedrooms flat for rent in opic estate isheri north ojodu Lagos, FOR RENT: 3 bedroom Flat / Apartment for rent Opic Isheri North Ojodu Lagos.. Read more ,3,4,4,Ojodu,Flat,OpicIsheri North Ojodu Lagos,OPIC Ojodu,501k-1M
19999,3 BEDROOM FLAT / APARTMENT FOR RENT,BRAND NEW 3 BEDROOM FLAT,-Mende Maryland Lagos,naira,2000000,BRAND NEW 3 BEDROOM FLAT, FOR RENT: JUST OUT brand new wonderful finished 3 bedrooms with all rooms ensuite pop f.. Read more ,3,3,3,Maryland,Flat,#NAME?,Maryland,1.1M-2M
20007,3 BEDROOM FLAT / APARTMENT FOR RENT,Newly Built 3 Bedrooms Apartment All Rooms Ensuit,EputuEputu Ibeju Lekki Lagos,naira,1000000,Newly Built 3 Bedrooms Apartment All Rooms Ensuit, FOR RENT: Newly built Furnished Three bedrooms apartment available for rent (Executive) (A.. Read more ,3,3,4,Lekki,Flat,EputuEputu Ibeju Lekki Lagos,Ibeju Lekki,501k-1M
20012,3 BEDROOM FLAT / APARTMENT FOR RENT,NEWLY BUILT fully serviced 3 bedroom + rooms ensuite flat + BQ at IKATE LEKKI,Ikate Lekki Lagos,naira,2000000,NEWLY BUILT fully serviced 3 bedroom + rooms ensuite flat + BQ at IKATE LEKKI, FOR RENT: *FOR RENT AT IKATE* Newly built fully serviced 3bedroom en-suite flat + bq at.. Read more ,3,,,Lekki,Flat,Ikate Lekki Lagos,Ikate Lekki,1.1M-2M
20014,3 BEDROOM FLAT / APARTMENT FOR RENT,Executive 3 bedroom flat ,Abiodun beroMagodo Gra Phase 1 Ojodu Lagos,naira,1500000,Executive 3 bedroom flat , FOR RENT: *TO LET* 3 bedroom duplex at Abiodun Bero Str. Magodo Isheri Rent: N1.5 million.. Read more ,3,4,4,Ojodu,Flat,Abiodun beroMagodo Gra Phase 1 Ojodu Lagos,Magodo Phase 1,1.1M-2M
20017,3 BEDROOM FLAT / APARTMENT FOR RENT,"3 bedroom duplex for rent in Sparklight Est, isheri Ojodu lagos",Sparklight estIsheri North Ojodu Lagos,naira,1000000,"3 bedroom duplex for rent in Sparklight Est, isheri Ojodu lagos", FOR RENT: 3 bedroom Flat / Apartment for rent Sparklight est Isheri North Ojodu Lagos.. Read more ,3,4,4,Ojodu,Flat,Sparklight estIsheri North Ojodu Lagos,Ojodu,501k-1M
20020,3 BEDROOM FLAT / APARTMENT FOR RENT,Brand new serviced 3bedroom flat ,RivervalleyRiver Valley Estate Ojodu Lagos,naira,2000000,Brand new serviced 3bedroom flat , FOR RENT: 3 bedroom Flat / Apartment for rent Rivervalley River valley estate Ojodu Lagos.. Read more ,3,4,4,Ojodu,Flat,RivervalleyRiver Valley Estate Ojodu Lagos,Ojodu,1.1M-2M
20023,3 BEDROOM FLAT / APARTMENT FOR RENT,Executive 3 bedroom flat,OpicIsheri North Ojodu Lagos,naira,800000,Executive 3 bedroom flat, FOR RENT: 3 bedroom Flat / Apartment for rent Opic Isheri North Ojodu Lagos.. Read more ,3,4,4,Ojodu,Flat,OpicIsheri North Ojodu Lagos,OPIC Ojodu,501k-1M
20025,3 BEDROOM FLAT / APARTMENT FOR RENT,Brand new 3 bedroom flat for rent at opic GRA isheri north,Opic GRAIsheri North Ojodu Lagos,naira,1000000,Brand new 3 bedroom flat for rent at opic GRA isheri north, FOR RENT: 3 bedroom Flat / Apartment for rent Opic GRA Isheri North Ojodu Lagos.. Read more ,3,4,4,Ojodu,Flat,Opic GRAIsheri North Ojodu Lagos,OPIC Ojodu,501k-1M
20026,3 BEDROOM FLAT / APARTMENT FOR RENT,Executive 3 bedroom flat,GRA opicIsheri North Ojodu Lagos,naira,900000,Executive 3 bedroom flat, FOR RENT: 3 bedroom Flat / Apartment for rent GRA opic Isheri North Ojodu Lagos.. Read more ,3,4,4,Ojodu,Flat,GRA opicIsheri North Ojodu Lagos,Ojodu,501k-1M
20041,3 BEDROOM FLAT / APARTMENT FOR RENT,Standard 3 bedroom flat ,IsheriMagodo Gra Phase 1 Ojodu Lagos,naira,1100000,Standard 3 bedroom flat ," FOR RENT: 3bedroom flat in magodo isheri gateway zone for 1.1m, up stairs... Read more ",3,4,4,Ojodu,Flat,IsheriMagodo Gra Phase 1 Ojodu Lagos,Magodo Phase 1,1.1M-2M
20047,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat,OpicIsheri North Ojodu Lagos,naira,800000,3 bedroom flat, FOR RENT: 3 bedroom Flat / Apartment for rent Opic Isheri North Ojodu Lagos.. Read more ,3,4,4,Ojodu,Flat,OpicIsheri North Ojodu Lagos,OPIC Ojodu,501k-1M
20058,3 BEDROOM FLAT / APARTMENT FOR RENT,3bedroom flat,Gateway zone Magodo Kosofe Ikosi Lagos,naira,1200000,3bedroom flat, FOR RENT: 3bedrooms flat at magodo pH1 estate gateway zone upstairs 1.2m... Read more ,3,4,4,Ikosi,Flat,Gateway zone Magodo Kosofe Ikosi Lagos,Magodo,1.1M-2M
20060,3 BEDROOM FLAT / APARTMENT FOR RENT,Executive 3bedroom flat for rent in oshorun est,OpicIsheri North Ojodu Lagos,naira,800000,Executive 3bedroom flat for rent in oshorun est, FOR RENT: 3 bedroom Flat / Apartment for rent Opic Isheri North Ojodu Lagos.. Read more ,3,4,4,Ojodu,Flat,OpicIsheri North Ojodu Lagos,OPIC Ojodu,501k-1M
20069,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat upstairs at sangotedo,By Nero's bustopMonastery Road Sangotedo Lagos,naira,650000,3 bedroom flat upstairs at sangotedo, FOR RENT: 3 bedroom flat quite old but descent and close to the express.. upstairs flat..6.. Read more ,3,3,3,Sangotedo,Flat,By Nero's bustopMonastery Road Sangotedo Lagos,Sangotedo Ajah,501k-1M
20074,3 BEDROOM FLAT / APARTMENT FOR RENT, 3 bedroom flat,Riverbank estIsheri North Ojodu Lagos,naira,750000, 3 bedroom flat, FOR RENT: 3bedroom flat at River bank for #750.. Read more ,3,4,4,Ojodu,Flat,Riverbank estIsheri North Ojodu Lagos,Ojodu,501k-1M
20076,3 BEDROOM FLAT / APARTMENT FOR RENT,Newly built 3bedroom flat at river valley est Ojodu berger,Ojosu lagosRiver Valley Estate Ojodu Lagos,naira,1700000,Newly built 3bedroom flat at river valley est Ojodu berger, FOR RENT: Brand new all ensuit with just 2tenants in the house.. Read more ,3,4,4,Ojodu,Flat,Ojosu lagosRiver Valley Estate Ojodu Lagos,Ojodu,1.1M-2M
20081,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedrooms furnished apartment in Awoyaya,AwoyayaEputu Ibeju Lekki Lagos,naira,650000,3 bedrooms furnished apartment in Awoyaya, FOR RENT: Three bedrooms apartment available for rent in well secured area at Awoyaya ibej.. Read more ,3,4,4,Lekki,Flat,AwoyayaEputu Ibeju Lekki Lagos,Awoyaya Ajah,501k-1M
20092,3 BEDROOM FLAT / APARTMENT FOR RENT,"Newly built 3-bedroom flat @ Lekki Phase 1, Lagos","Ladipo Omotesho Street, by Lagoon school, Lekki Phase 1Lekki Phase 1 Lekki Lagos",naira,4000000,"Newly built 3-bedroom flat @ Lekki Phase 1, Lagos", FOR RENT: Newly built 3-bedroom flat available for rent at Ladipo Omotesho Street by Lagoo.. Read more ,3,3,4,Lekki,Flat,"Ladipo Omotesho Street, by Lagoon school, Lekki Phase 1Lekki Phase 1 Lekki Lagos",Phase 1 Lekki,2.1M-5M
20094,3 BEDROOM FLAT / APARTMENT FOR RENT,"Luxury 3bedroom Flat in Punch [email protected],Lagos",Mangoro Ikeja Lagos,naira,1500000,"Luxury 3bedroom Flat in Punch [email protected],Lagos", FOR RENT: 3bedroom Flat upstairs Punch Estate Ikeja . Rent is *1.5m per Year. *All round .. Read more ,3,3,3,Ikeja,Flat,Mangoro Ikeja Lagos,Mangoro,1.1M-2M
20097,3 BEDROOM FLAT / APARTMENT FOR RENT,Lovely 3 bedroom Flat ,...Igbogbo Ikorodu Lagos,naira,450000,Lovely 3 bedroom Flat , FOR RENT: Executive 3 bedroom flat for rent in a lovely environment. All ensuite with ward.. Read more ,3,4,4,Ikorodu,Flat,...Igbogbo Ikorodu Lagos,Igbogbo Ikorodu,Less than 500k
20103,3 BEDROOM FLAT / APARTMENT FOR RENT,Lovely Finished 3 Bedroom Flat at Ogudu GRA - N3m,Ogudu Gra Ogudu Lagos,naira,3000000,Lovely Finished 3 Bedroom Flat at Ogudu GRA - N3m, FOR RENT: Lovely Finished All Round Tiled All Rooms Ensuite Pantry Guest Toilet POP F.. Read more ,3,3,4,Ogudu,Flat,Ogudu Gra Ogudu Lagos,GRA Ogudu,2.1M-5M
20111,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat ,Ologolo osapa londonOlogolo Lekki Lagos,naira,2000000,3 bedroom flat , FOR RENT: 3 bedroom flat at ologolo Osaka london all room ensuite .. Read more ,3,3,4,Lekki,Flat,Ologolo osapa londonOlogolo Lekki Lagos,Osapa London Lekki,1.1M-2M
20116,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat ,IkateIkate Lekki Lagos,naira,2000000,3 bedroom flat , FOR RENT: 3 bedroom Flat / Apartment for rent Ikate Ikate Lekki Lagos.. Read more ,3,3,4,Lekki,Flat,IkateIkate Lekki Lagos,Ikate Lekki,1.1M-2M
20131,3 BEDROOM FLAT / APARTMENT FOR RENT,Renovated 3 bedroom apartment @ Edegbeja street.,Edegbeja Street off Coker Rd by NNPC RdEjigbo Lagos,naira,350000,Renovated 3 bedroom apartment @ Edegbeja street., FOR RENT: Renovated 3 bedroom apartment.very close to tge road NNPC road. we can reduce a.. Read more ,3,2,2,RdEjigbo,Flat,Edegbeja Street off Coker Rd by NNPC RdEjigbo Lagos,Ejigbo,Less than 500k
20137,3 BEDROOM FLAT / APARTMENT FOR RENT,3 bedroom flat,"Alhaji isolo street, isheri Oshun White sandIsolo Lagos",naira,400000,3 bedroom flat," FOR RENT: Pay and park in, condusive environment.. Read more ",3,2,2,sandIsolo,Flat,"Alhaji isolo street, isheri Oshun White sandIsolo Lagos",Isolo,Less than 500k
20155,3 BEDROOM FLAT / APARTMENT FOR RENT,Newly built 3Bedroom flat ,Oniru private estate Oniru Victoria Island Lagos,naira,4000000,Newly built 3Bedroom flat , FOR RENT: Large compound comprising ?? 1unit of 5Bedroom semi-detached duplex . . . . ??2.. Read more ,3,3,1,Island,Flat,Oniru private estate Oniru Victoria Island Lagos,Victoria Island,2.1M-5M
20161,3 BEDROOM FLAT / APARTMENT FOR RENT,3bedroom flat ,Boudillon Bourdillon Ikoyi Lagos,naira,6000000,3bedroom flat , FOR RENT: Luxury 3bedroom flat available for lease. Rent: 6M. Service charge: 2.5M .. Read more ,3,3,1,Ikoyi,Flat,Boudillon Bourdillon Ikoyi Lagos,Ikoyi,Above 5M
20164,3 BEDROOM FLAT / APARTMENT FOR RENT,Newly built luxury 3bedroom flat,Lekki phase 1Lekki Phase 1 Lekki Lagos,naira,4500000,Newly built luxury 3bedroom flat," FOR RENT: Superb building consisting; ??1 unit of 3Bedroom maisonette, and . . . ??1 u.. Read more ",3,3,1,Lekki,Flat,Lekki phase 1Lekki Phase 1 Lekki Lagos,Phase 1 Lekki,2.1M-5M
20170,3 BEDROOM FLAT / APARTMENT FOR RENT,New 3 Bedroom Serviced Apartment + BQ,"Elf Busstop, Lekki Right hand sideLekki Phase 1 Lekki Lagos",naira,3000000,New 3 Bedroom Serviced Apartment + BQ, FOR RENT: A Newly Built 3 Bedroom flat + BQ (Ground floor available) in a good area by Elf.. Read more ,3,3,4,Lekki,Flat,"Elf Busstop, Lekki Right hand sideLekki Phase 1 Lekki Lagos",Lekki Right,2.1M-5M
20171,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom apartment upper floor,Gated Area Off Spar roadIkate Lekki Lagos,naira,2000000,3 Bedroom apartment upper floor, FOR RENT: A newly renovated and nice3 Bedroom apartment (Ground floor and first floor avai.. Read more ,3,2,3,Lekki,Flat,Gated Area Off Spar roadIkate Lekki Lagos,Ikate Lekki,1.1M-2M
20177,3 BEDROOM FLAT / APARTMENT FOR RENT,Lovely 3 Bedroom Apartment at Ologolo,Serene area off Lekki Epe ExpresswayOlogolo Lekki Lagos,naira,2000000,Lovely 3 Bedroom Apartment at Ologolo, FOR RENT: A Lovely and Spacious 3 Bedroom Apartment flat (2 in a compound) on a good road .. Read more ,3,3,4,Lekki,Flat,Serene area off Lekki Epe ExpresswayOlogolo Lekki Lagos,Lekki,1.1M-2M
20187,3 BEDROOM FLAT / APARTMENT FOR RENT,New 3 Bedroom apartment+ BQ,Off Oba Kusenla roadIkate Lekki Lagos,naira,2000000,New 3 Bedroom apartment+ BQ," FOR RENT: A Newly built 3 Bedroom Serviced apartment+BQ off Kusenla road, Chisco, Ikate, L.. Read more ",3,3,4,Lekki,Flat,Off Oba Kusenla roadIkate Lekki Lagos,Ikate Lekki,1.1M-2M
20188,3 BEDROOM FLAT / APARTMENT FOR RENT,Solid 3 Bedroom for lease in Ikoyi,Off Alexander roadOld Ikoyi Ikoyi Lagos,naira,5500000,Solid 3 Bedroom for lease in Ikoyi, FOR RENT: A solid and well maintained 3 Bedroom luxury flat with BQ for Corporate lease. .. Read more ,3,2,3,Ikoyi,Flat,Off Alexander roadOld Ikoyi Ikoyi Lagos,Old Ikoyi,Above 5M
20193,3 BEDROOM FLAT / APARTMENT FOR RENT,Serviced 3 Bedroom flat with BQ at Lekki 1,Lekki rightLekki Phase 1 Lekki Lagos,naira,2800000,Serviced 3 Bedroom flat with BQ at Lekki 1, FOR RENT: A clean and well maintained 3 Bedroom serviced apartment with 1 room BQ in a ser.. Read more ,3,3,4,Lekki,Flat,Lekki rightLekki Phase 1 Lekki Lagos,Lekki Right,2.1M-5M
20196,3 BEDROOM FLAT / APARTMENT FOR RENT,Clean 3 Bedroom flat + BQ and Swimming pool,Off Fatai Idowu ArobiekeLekki Phase 1 Lekki Lagos,naira,2500000,Clean 3 Bedroom flat + BQ and Swimming pool, FOR RENT: A Clean and well maintained 3 Bedroom flat self serviced (Tenant to come with th.. Read more ,3,3,4,Lekki,Flat,Off Fatai Idowu ArobiekeLekki Phase 1 Lekki Lagos,Phase 1 Lekki,2.1M-5M
20205,3 BEDROOM FLAT / APARTMENT FOR RENT,3 Bedroom flat at Lekki 1,By PetrocamLekki Phase 1 Lekki Lagos,naira,2500000,3 Bedroom flat at Lekki 1, FOR RENT: A clean and spacious 3 Bedroom self serviced (Tenant to come with thier generato.. Read more ,3,3,4,Lekki,Flat,By PetrocamLekki Phase 1 Lekki Lagos,Phase 1 Lekki,2.1M-5M
